x_t
0.3000000000
0.8400000000
0.5376000000
0.9943449600
0.0224922421
0.0879453645
0.3208439096
0.8716123811
0.4476169529
0.9890240655
0.0434218534
0.1661455844
0.5541649166
0.9882646472
0.0463905371
0.1769538205
0.5825646637
0.9727323053
0.1060966703
0.3793606673
0.9417846056
0.2193054490
0.6848422761
0.8633333318
0.4719555600
0.9968540375
0.0125442616
0.0495476122
0.1883705854
0.6115484318
0.9502277894
0.1891797505
0.6135630901
0.9484136983
0.1957006207
0.6296075511
0.9328075308
0.2507105651
0.7514191106
0.7471537233
0.7556601483
0.7385515543
0.7723726239
0.7032526151
0.8347534978
0.5517603828
0.9892834511
0.0424068180
0.1624339191
0.5441965642
0.9921866548
0.0310091872
0.1201904699
0.4229788835
0.9762709904
0.0926637747
0.3363087982
0.8928207619
0.3827673962
0.9450260664
0.2078072008
0.6584934724
0.8995192769
0.3615373896
0.9233124221
0.2832263733
0.8120367791
0.6105321941
0.9511305363
0.1859249569
0.6054274692
0.9555401949
0.1699325232
0.5642218430
0.9835022195
0.0649024148
0.2427603654
0.7353110815
0.7785147797
0.6897180700
0.8560282157
0.4929756385
0.9998026334
0.0007893107
0.0031547506
0.0125791926
0.0496838259
0.1888613733
0.6127710198
0.9491307884
0.1931261397
0.6233137355
0.9391748906
0.2285016619
0.7051546096
0.8316463446
0.5600428084
0.9855794446
0.0568504119
0.2144737701
0.6738990882
0.8790364284
0.4253255436
0.9776949023
0.0872303214
0.3184847696
0.8682088846
0.4576888693
0.9928390729
0.0284385930
0.1105193577
0.3932193172
0.9543915431
0.1741133023
0.5751914411
0.9773849888
0.0884142900
0.3223888134
0.8738170655
0.4410432060
0.9860963858
0.0548412149
0.2073346242
0.6573879113
0.9009161815
0.3570648617
0.9182781849
0.3001734400
0.8402773836
0.5368452087
0.9945697224
0.0216031588
0.0845458494
0.3095913951
0.8549782528
0.4959617603
0.9999347705
0.0002609011
0.0010433320
0.0041689737
0.0166063736
0.0653224079
0.2442215637
0.7383095661
0.7728342028
0.7022459912
0.8363862361
0.5473772006
0.9910216035
0.0355911397
0.1372976420
0.4737879981
0.9972517238
0.0109628926
0.0433708305
0.1659592063
0.5536669925
0.9884794157
0.0455514418
0.1739060319
0.5746508959
0.9777089749
0.0871765410
0.3183071669
0.8679508576
0.4584486655
0.9930939464
0.0274334400
0.1067233856
0.3813340183
0.9436735391
0.2126151627
0.6696398212
0.8848893243
0.4074408322
0.9657312018
0.1323777907
0.4594156449
0.9934116405
0.0261798121
0.1019777182
0.3663130527
0.9285112005
0.2655126043
0.7800626451
0.6862596592
0.8612293574
0.4780534055
0.9980733880
0.0076916008
0.0305297605
0.1183907769
0.4174976032
0.9727734181
0.1059411805
0.3788705870
0.9413106612
0.2209796012
0.6885904681
0.8577345414
0.4881039917
0.9994339399
0.0022629585
0.0090313502
0.0357991395
0.1380702445
0.4760274085
0.9977012594
0.0091738255
0.0363586656
0.1401468522
0.4820228481
0.9987072880
0.0051641634
0.0205499793
0.0805107106
0.2961149443
0.8337235362
0.5545144055
0.9881127184
0.0469838966
0.1791056403
0.5881072396
0.9689484573
0.1203493776
0.4234616195
0.9765675052
0.0915336518
0.3326209695
0.8879370405
0.3980194103
0.9583998373
0.1594783566
0.5361800416
0.9947640184
0.0208342645
0.0816007918
0.2997684104
0.8396292421
0.5386079117
0.9940377166
0.0237069382
0.0925796772
0.3360347224
0.8924615510
0.3838957240
0.9460791884
0.2040534307
0.6496625124
0.9104045295
0.3262724887
0.8792750072
0.4246018755
0.9772604913
0.0888896938
0.3239532645
0.8760301877
0.4344051918
0.9827892846
0.0676580268
0.2523216730
0.7546217853
0.7406709858
0.7683099063
0.7120391768
0.8201575501
0.5899965725
0.9676024678
0.1253917286
0.4386745719
0.9849567675
0.0592677347
0.2230202814
0.6931289420
0.8508048470
0.5077438373
0.9997601319
0.0009592421
0.0038332878
0.0152743749
0.0601642735
0.2261781349
0.7000863448
0.8398618185
0.5379757772
0.9942313614
0.0229414457
0.0896605431
0.3264861205
0.8795717345
